path,size,last_commit,category
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_loadtxt.cpython-313.pyc,66339,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_mixins.cpython-313.pyc,12759,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_nanfunctions.cpython-313.pyc,92082,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_packbits.cpython-313.pyc,22905,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_polynomial.cpython-313.pyc,22299,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_recfunctions.cpython-313.pyc,56919,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_regression.cpython-313.pyc,15286,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_shape_base.cpython-313.pyc,56943,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_stride_tricks.cpython-313.pyc,30016,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_twodim_base.cpython-313.pyc,29179,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_type_check.cpython-313.pyc,32454,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_ufunclike.cpython-313.pyc,6084,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test_utils.cpython-313.pyc,4240,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test__datasource.cpython-313.pyc,21018,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test__iotools.cpython-313.pyc,18620,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/test__version.cpython-313.pyc,3451,,other
.venv/Lib/site-packages/numpy/lib/tests/__pycache__/__init__.cpython-313.pyc,166,,other
.venv/Lib/site-packages/numpy/fft/tests/test_helper.py,6321,,code
.venv/Lib/site-packages/numpy/fft/tests/test_pocketfft.py,25035,,code
.venv/Lib/site-packages/numpy/fft/tests/__init__.py,0,,code
.venv/Lib/site-packages/numpy/fft/__pycache__/helper.cpython-313.pyc,889,,other
.venv/Lib/site-packages/numpy/fft/__pycache__/_helper.cpython-313.pyc,7542,,other
.venv/Lib/site-packages/numpy/fft/__pycache__/_pocketfft.cpython-313.pyc,60081,,other
.venv/Lib/site-packages/numpy/fft/__pycache__/__init__.cpython-313.pyc,8379,,other
.venv/Lib/site-packages/numpy/fft/tests/__pycache__/test_helper.cpython-313.pyc,9063,,other
.venv/Lib/site-packages/numpy/fft/tests/__pycache__/test_pocketfft.cpython-313.pyc,46295,,other
.venv/Lib/site-packages/numpy/fft/tests/__pycache__/__init__.cpython-313.pyc,166,,other
.venv/Lib/site-packages/numpy/f2py/src/fortranobject.c,47792,,other
.venv/Lib/site-packages/numpy/f2py/src/fortranobject.h,5996,,other
.venv/Lib/site-packages/numpy/f2py/tests/test_abstract_interface.py,837,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_array_from_pyobj.py,24374,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_assumed_shape.py,1517,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_block_docstring.py,604,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_callback.py,7362,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_character.py,22572,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_common.py,667,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_crackfortran.py,16834,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_data.py,2966,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_docs.py,1919,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_f2cmap.py,404,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_f2py2e.py,28798,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_isoc.py,1490,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_kind.py,1878,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_mixed.py,897,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_modules.py,2384,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_parameter.py,4763,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_pyf_src.py,1177,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_quoted_character.py,495,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_regression.py,6384,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_return_character.py,1582,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_return_complex.py,2507,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_return_integer.py,1868,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_return_logical.py,2113,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_return_real.py,3382,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_routines.py,824,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_semicolon_split.py,1702,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_size.py,1200,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_string.py,3038,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_symbolic.py,18837,,code
.venv/Lib/site-packages/numpy/f2py/tests/test_value_attrspec.py,345,,code
.venv/Lib/site-packages/numpy/f2py/tests/util.py,12554,,code
.venv/Lib/site-packages/numpy/f2py/tests/__init__.py,345,,code
.venv/Lib/site-packages/numpy/f2py/_backends/meson.build.template,1654,,other
.venv/Lib/site-packages/numpy/f2py/_backends/_backend.py,1195,,code
.venv/Lib/site-packages/numpy/f2py/_backends/_backend.pyi,1388,,other
.venv/Lib/site-packages/numpy/f2py/_backends/_distutils.py,2461,,code
.venv/Lib/site-packages/numpy/f2py/_backends/_distutils.pyi,476,,other
.venv/Lib/site-packages/numpy/f2py/_backends/_meson.py,8338,,code
.venv/Lib/site-packages/numpy/f2py/_backends/_meson.pyi,1932,,other
.venv/Lib/site-packages/numpy/f2py/_backends/__init__.py,308,,code
.venv/Lib/site-packages/numpy/f2py/_backends/__init__.pyi,141,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/auxfuncs.cpython-313.pyc,40838,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/capi_maps.cpython-313.pyc,32419,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/cb_rules.cpython-313.pyc,22650,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/cfuncs.cpython-313.pyc,49071,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/common_rules.cpython-313.pyc,7525,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/crackfortran.cpython-313.pyc,154167,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/diagnose.cpython-313.pyc,6614,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/f2py2e.cpython-313.pyc,34778,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/f90mod_rules.cpython-313.pyc,12684,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/func2subr.cpython-313.pyc,12026,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/rules.cpython-313.pyc,53149,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/symbolic.cpython-313.pyc,80186,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/use_rules.cpython-313.pyc,4232,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/_isocbind.cpython-313.pyc,1876,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/_src_pyf.cpython-313.pyc,9085,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/__init__.cpython-313.pyc,2986,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/__main__.cpython-313.pyc,231,,other
.venv/Lib/site-packages/numpy/f2py/__pycache__/__version__.cpython-313.pyc,212,,other
.venv/Lib/site-packages/numpy/f2py/_backends/__pycache__/_backend.cpython-313.pyc,1427,,other
.venv/Lib/site-packages/numpy/f2py/_backends/__pycache__/_distutils.cpython-313.pyc,3667,,other
.venv/Lib/site-packages/numpy/f2py/_backends/__pycache__/_meson.cpython-313.pyc,13739,,other
.venv/Lib/site-packages/numpy/f2py/_backends/__pycache__/__init__.cpython-313.pyc,547,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_abstract_interface.cpython-313.pyc,1971,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_array_from_pyobj.cpython-313.pyc,44141,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_assumed_shape.cpython-313.pyc,3407,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_block_docstring.cpython-313.pyc,1488,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_callback.cpython-313.pyc,14734,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_character.cpython-313.pyc,35795,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_common.cpython-313.pyc,2166,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_crackfortran.cpython-313.pyc,26122,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_data.cpython-313.pyc,6994,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_docs.cpython-313.pyc,3599,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_f2cmap.cpython-313.pyc,1046,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_f2py2e.cpython-313.pyc,42887,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_isoc.cpython-313.pyc,2741,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_kind.cpython-313.pyc,3045,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_mixed.cpython-313.pyc,2042,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_modules.cpython-313.pyc,4763,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_parameter.cpython-313.pyc,9404,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_pyf_src.cpython-313.pyc,1507,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_quoted_character.cpython-313.pyc,1327,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_regression.cpython-313.pyc,12183,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_return_character.cpython-313.pyc,3114,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_return_complex.cpython-313.pyc,4909,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_return_integer.cpython-313.pyc,3568,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_return_logical.cpython-313.pyc,4544,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_return_real.cpython-313.pyc,6050,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_routines.cpython-313.pyc,2069,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_semicolon_split.cpython-313.pyc,2816,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_size.cpython-313.pyc,3305,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_string.cpython-313.pyc,5794,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_symbolic.cpython-313.pyc,31980,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/test_value_attrspec.cpython-313.pyc,1058,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/util.cpython-313.pyc,18442,,other
.venv/Lib/site-packages/numpy/f2py/tests/__pycache__/__init__.cpython-313.pyc,538,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/abstract_interface/foo.f90,692,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/abstract_interface/gh18403_mod.f90,111,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/array_from_pyobj/wrapmodule.c,7713,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/assumed_shape/.f2py_f2cmap,30,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/assumed_shape/foo_free.f90,494,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/assumed_shape/foo_mod.f90,540,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/assumed_shape/foo_use.f90,288,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/assumed_shape/precision.f90,134,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/block_docstring/foo.f,103,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/callback/foo.f,1316,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/callback/gh17797.f90,155,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/callback/gh18335.f90,523,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/callback/gh25211.f,189,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/callback/gh25211.pyf,465,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/callback/gh26681.f90,584,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/cli/gh_22819.pyf,148,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/cli/hi77.f,74,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/cli/hiworld.f90,54,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/common/block.f,235,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/common/gh19161.f90,203,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/accesstype.f90,221,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/common_with_division.f,511,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/data_common.f,201,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/data_multiplier.f,202,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/data_stmts.f90,713,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/data_with_comments.f,183,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/foo_deps.f90,134,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh15035.f,391,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh17859.f,352,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh22648.pyf,248,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh23533.f,131,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh23598.f90,105,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh23598Warn.f90,216,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh23879.f90,352,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh27697.f90,376,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/gh2848.f90,295,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/operators.f90,1233,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/privatemod.f90,185,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/publicmod.f90,177,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/pubprivmod.f90,175,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/crackfortran/unicode_comment.f90,102,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/f2cmap/.f2py_f2cmap,83,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/f2cmap/isoFortranEnvMap.f90,307,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/isocintrin/isoCtests.f90,1032,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/kind/foo.f90,367,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/mixed/foo.f,90,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/mixed/foo_fixed.f90,187,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/mixed/foo_free.f90,147,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/modules/module_data_docstring.f90,236,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/modules/use_modules.f90,418,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/negative_bounds/issue_20853.f90,164,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/parameter/constant_array.f90,1513,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/parameter/constant_both.f90,1996,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/parameter/constant_compound.f90,484,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/parameter/constant_integer.f90,634,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/parameter/constant_non_compound.f90,632,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/parameter/constant_real.f90,633,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/quoted_character/foo.f,496,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/AB.inc,17,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/assignOnlyModule.f90,633,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/datonly.f90,409,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/f77comments.f,652,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/f77fixedform.f95,144,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/f90continuation.f90,285,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/incfile.f90,97,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/inout.f90,286,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/lower_f2py_fortran.f90,105,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/regression/mod_derived_types.f90,589,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_character/foo77.f,1025,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_character/foo90.f90,1296,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_complex/foo77.f,1018,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_complex/foo90.f90,1286,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_integer/foo77.f,1234,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_integer/foo90.f90,1590,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_logical/foo77.f,1244,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_logical/foo90.f90,1590,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_real/foo77.f,978,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/return_real/foo90.f90,1242,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/routines/funcfortranname.f,128,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/routines/funcfortranname.pyf,451,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/routines/subrout.f,94,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/routines/subrout.pyf,332,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/size/foo.f90,859,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/char.f90,647,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/fixed_string.f90,729,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/gh24008.f,225,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/gh24662.f90,204,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/gh25286.f90,318,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/gh25286.pyf,393,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/gh25286_bc.pyf,396,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/scalar_string.f90,185,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/string/string.f,260,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/value_attrspec/gh21665.f90,199,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/modules/gh25337/data.f90,188,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/modules/gh25337/use_data.f90,185,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/modules/gh26920/two_mods_with_no_public_entities.f90,423,,other
.venv/Lib/site-packages/numpy/f2py/tests/src/modules/gh26920/two_mods_with_one_public_routine.f90,424,,other
.venv/Lib/site-packages/numpy/doc/__pycache__/ufuncs.cpython-313.pyc,5584,,other
.venv/Lib/site-packages/numpy/ctypeslib/__pycache__/_ctypeslib.cpython-313.pyc,21526,,other
.venv/Lib/site-packages/numpy/ctypeslib/__pycache__/__init__.cpython-313.pyc,430,,other
.venv/Lib/site-packages/numpy/core/__pycache__/arrayprint.cpython-313.pyc,605,,other
.venv/Lib/site-packages/numpy/core/__pycache__/defchararray.cpython-313.pyc,611,,other
.venv/Lib/site-packages/numpy/core/__pycache__/einsumfunc.cpython-313.pyc,605,,other
.venv/Lib/site-packages/numpy/core/__pycache__/fromnumeric.cpython-313.pyc,608,,other
.venv/Lib/site-packages/numpy/core/__pycache__/function_base.cpython-313.pyc,614,,other
.venv/Lib/site-packages/numpy/core/__pycache__/getlimits.cpython-313.pyc,602,,other
.venv/Lib/site-packages/numpy/core/__pycache__/multiarray.cpython-313.pyc,822,,other
.venv/Lib/site-packages/numpy/core/__pycache__/numeric.cpython-313.pyc,644,,other
.venv/Lib/site-packages/numpy/core/__pycache__/numerictypes.cpython-313.pyc,611,,other
.venv/Lib/site-packages/numpy/core/__pycache__/overrides.cpython-313.pyc,602,,other
.venv/Lib/site-packages/numpy/core/__pycache__/records.cpython-313.pyc,596,,other
.venv/Lib/site-packages/numpy/core/__pycache__/shape_base.cpython-313.pyc,605,,other
.venv/Lib/site-packages/numpy/core/__pycache__/umath.cpython-313.pyc,590,,other
.venv/Lib/site-packages/numpy/core/__pycache__/_dtype.cpython-313.pyc,593,,other
.venv/Lib/site-packages/numpy/core/__pycache__/_dtype_ctypes.cpython-313.pyc,614,,other
.venv/Lib/site-packages/numpy/core/__pycache__/_internal.cpython-313.pyc,929,,other
.venv/Lib/site-packages/numpy/core/__pycache__/_multiarray_umath.cpython-313.pyc,2109,,other
.venv/Lib/site-packages/numpy/core/__pycache__/_utils.cpython-313.pyc,1151,,other
.venv/Lib/site-packages/numpy/core/__pycache__/__init__.cpython-313.pyc,1123,,other
.venv/Lib/site-packages/numpy/char/__pycache__/__init__.cpython-313.pyc,259,,other
.venv/Lib/site-packages/networkx-3.5.dist-info/licenses/LICENSE.txt,1763,,docs
.venv/Lib/site-packages/networkx/algorithms/asteroidal.py,5500,,code
.venv/Lib/site-packages/networkx/algorithms/boundary.py,5339,,code
.venv/Lib/site-packages/networkx/algorithms/bridges.py,6066,,code
.venv/Lib/site-packages/networkx/algorithms/broadcasting.py,4892,,code
.venv/Lib/site-packages/networkx/algorithms/chains.py,6968,,code
.venv/Lib/site-packages/networkx/algorithms/chordal.py,13403,,code
.venv/Lib/site-packages/networkx/algorithms/clique.py,25985,,code
.venv/Lib/site-packages/networkx/algorithms/cluster.py,22511,,code
.venv/Lib/site-packages/networkx/algorithms/communicability_alg.py,4545,,code
.venv/Lib/site-packages/networkx/algorithms/core.py,17479,,code
.venv/Lib/site-packages/networkx/algorithms/covering.py,5278,,code
.venv/Lib/site-packages/networkx/algorithms/cuts.py,9990,,code
.venv/Lib/site-packages/networkx/algorithms/cycles.py,43303,,code
.venv/Lib/site-packages/networkx/algorithms/dag.py,47248,,code
.venv/Lib/site-packages/networkx/algorithms/distance_measures.py,39927,,code
.venv/Lib/site-packages/networkx/algorithms/distance_regular.py,7053,,code
.venv/Lib/site-packages/networkx/algorithms/dominance.py,3450,,code
.venv/Lib/site-packages/networkx/algorithms/dominating.py,8145,,code
.venv/Lib/site-packages/networkx/algorithms/d_separation.py,26089,,code
.venv/Lib/site-packages/networkx/algorithms/efficiency_measures.py,4741,,code
.venv/Lib/site-packages/networkx/algorithms/euler.py,14205,,code
.venv/Lib/site-packages/networkx/algorithms/graphical.py,15831,,code
.venv/Lib/site-packages/networkx/algorithms/graph_hashing.py,16919,,code
.venv/Lib/site-packages/networkx/algorithms/hierarchy.py,1786,,code
.venv/Lib/site-packages/networkx/algorithms/hybrid.py,6209,,code
.venv/Lib/site-packages/networkx/algorithms/isolate.py,2301,,code
.venv/Lib/site-packages/networkx/algorithms/link_prediction.py,22253,,code
.venv/Lib/site-packages/networkx/algorithms/lowest_common_ancestors.py,9286,,code
.venv/Lib/site-packages/networkx/algorithms/matching.py,44518,,code
.venv/Lib/site-packages/networkx/algorithms/mis.py,2344,,code
.venv/Lib/site-packages/networkx/algorithms/moral.py,1535,,code
.venv/Lib/site-packages/networkx/algorithms/node_classification.py,6469,,code
.venv/Lib/site-packages/networkx/algorithms/non_randomness.py,3068,,code
.venv/Lib/site-packages/networkx/algorithms/planarity.py,49891,,code
.venv/Lib/site-packages/networkx/algorithms/planar_drawing.py,16254,,code
.venv/Lib/site-packages/networkx/algorithms/polynomials.py,11278,,code
.venv/Lib/site-packages/networkx/algorithms/reciprocity.py,2855,,code
.venv/Lib/site-packages/networkx/algorithms/regular.py,6794,,code
.venv/Lib/site-packages/networkx/algorithms/richclub.py,4892,,code
.venv/Lib/site-packages/networkx/algorithms/similarity.py,60915,,code
.venv/Lib/site-packages/networkx/algorithms/simple_paths.py,30298,,code
.venv/Lib/site-packages/networkx/algorithms/smallworld.py,13565,,code
.venv/Lib/site-packages/networkx/algorithms/smetric.py,770,,code
.venv/Lib/site-packages/networkx/algorithms/sparsifiers.py,10048,,code
.venv/Lib/site-packages/networkx/algorithms/structuralholes.py,12626,,code
.venv/Lib/site-packages/networkx/algorithms/summarization.py,23251,,code
.venv/Lib/site-packages/networkx/algorithms/swap.py,14744,,code
.venv/Lib/site-packages/networkx/algorithms/threshold.py,32858,,code
.venv/Lib/site-packages/networkx/algorithms/time_dependent.py,5762,,code
.venv/Lib/site-packages/networkx/algorithms/tournament.py,11604,,code
.venv/Lib/site-packages/networkx/algorithms/triads.py,14229,,code
.venv/Lib/site-packages/networkx/algorithms/vitality.py,2289,,code
.venv/Lib/site-packages/networkx/algorithms/voronoi.py,3183,,code
.venv/Lib/site-packages/networkx/algorithms/walks.py,2427,,code
.venv/Lib/site-packages/networkx/algorithms/wiener.py,7639,,code
.venv/Lib/site-packages/networkx/algorithms/__init__.py,6559,,code
.venv/Lib/site-packages/networkx/classes/coreviews.py,13251,,code
.venv/Lib/site-packages/networkx/classes/digraph.py,48101,,code
.venv/Lib/site-packages/networkx/classes/filters.py,2817,,code
.venv/Lib/site-packages/networkx/classes/function.py,39334,,code
.venv/Lib/site-packages/networkx/classes/graph.py,71659,,code
.venv/Lib/site-packages/networkx/classes/graphviews.py,8520,,code
.venv/Lib/site-packages/networkx/classes/multidigraph.py,36351,,code
.venv/Lib/site-packages/networkx/classes/multigraph.py,47248,,code
.venv/Lib/site-packages/networkx/classes/reportviews.py,46132,,code
.venv/Lib/site-packages/networkx/classes/__init__.py,364,,code
.venv/Lib/site-packages/networkx/drawing/layout.py,66075,,code
.venv/Lib/site-packages/networkx/drawing/nx_agraph.py,13987,,code
.venv/Lib/site-packages/networkx/drawing/nx_latex.py,24846,,code
.venv/Lib/site-packages/networkx/drawing/nx_pydot.py,9992,,code
.venv/Lib/site-packages/networkx/drawing/nx_pylab.py,105946,,code
.venv/Lib/site-packages/networkx/drawing/__init__.py,160,,code
.venv/Lib/site-packages/networkx/generators/atlas.dat.gz,8887,,other
.venv/Lib/site-packages/networkx/generators/atlas.py,6955,,code
.venv/Lib/site-packages/networkx/generators/classic.py,32000,,code
.venv/Lib/site-packages/networkx/generators/cographs.py,1891,,code
.venv/Lib/site-packages/networkx/generators/community.py,34911,,code
.venv/Lib/site-packages/networkx/generators/degree_seq.py,30178,,code
.venv/Lib/site-packages/networkx/generators/directed.py,18139,,code
.venv/Lib/site-packages/networkx/generators/duplication.py,5831,,code
.venv/Lib/site-packages/networkx/generators/ego.py,1894,,code
.venv/Lib/site-packages/networkx/generators/expanders.py,14460,,code
.venv/Lib/site-packages/networkx/generators/geometric.py,39461,,code
